
ds_fd_t1_1_resp
ds_fd_t1_1_score
ds_fd_t1_2_resp
,neuropsych_digit_span,,text,"6493: Response",,,,,,,,,,
ds_fd_t1_2_score
,neuropsych_digit_span,,radio,"6493: Score","1, Correct | 2, Incorrect",,,,,,,,RH,
ds_fd_t1_3_resp,neuropsych_digit_span,,text,"42751: Response",,,,,,,,,RH,
ds_fd_t1_3_score,neuropsych_digit_span,,radio,"42751: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t1_4_resp,neuropsych_digit_span,,text,"619483: Response",,,,,,,,,,
ds_fd_t1_4_score,neuropsych_digit_span,,radio,"619483: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t1_5_resp,neuropsych_digit_span,,text,"<span style=""color: red; font-size: 20pt; font-style:italic"">5718264</span>: Response",,,,,,,,,,
ds_fd_t1_5_score,neuropsych_digit_span,,radio,"5718264: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t1_6_resp,neuropsych_digit_span,,text,"85927416: Response",,,,,,,,,,
ds_fd_t1_6_score,neuropsych_digit_span,,radio,"85927416: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
lkj,neuropsych_digit_span,,file,"FORWARD DIGIT 
TRIAL 2",,,,,,,,,,
ds_fd_t2_1_resp,neuropsych_digit_span,,text,"<b>173</b>: Response",,,,,,,,,,
ds_fd_t2_1_score,neuropsych_digit_span,,radio,"173: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t2_2_resp,neuropsych_digit_span,,text,"2516: Response",,,,,,,,,,
ds_fd_t2_2_score,neuropsych_digit_span,,radio,"2516: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t2_3_resp,neuropsych_digit_span,,text,"83197: Response",,,,,,,,,,
ds_fd_t2_3_score,neuropsych_digit_span,,radio,"83197: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t2_4_resp,neuropsych_digit_span,,text,"251746: Response",,,,,,,,,,
ds_fd_t2_4_score,neuropsych_digit_span,,radio,"251746: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t2_5_resp,neuropsych_digit_span,,text,"9364817: Response",,,,,,,,,,
ds_fd_t2_5_score,neuropsych_digit_span,,radio,"9364817: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_fd_t2_6_resp,neuropsych_digit_span,,text,"39752641: Response",,,,,,,,,,
ds_fd_t2_6_score,neuropsych_digit_span,,radio,"39752641: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
lkjlk,neuropsych_digit_span,,descriptive,"REVERSE DIGIT
TRIAL 1",,,,,,,,,,
ds_rd_t1_1_resp,neuropsych_digit_span,,text,"85: Response",,,,,,,,,,
ds_rd_t1_1_score,neuropsych_digit_span,,radio,"85: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t1_2_resp,neuropsych_digit_span,,text,"463: Response",,,,,,,,,,
ds_rd_t1_2_score,neuropsych_digit_span,,radio,"463: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t1_3_resp,neuropsych_digit_span,,text,"5174: Response",,,,,,,,,,
ds_rd_t1_3_score,neuropsych_digit_span,,radio,"5174: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t1_4_resp,neuropsych_digit_span,,text,"19286: Response",,,,,,,,,,
ds_rd_t1_4_score,neuropsych_digit_span,,radio,"19286: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t1_5_resp,neuropsych_digit_span,,text,"536417: Response",,,,,,,,,,
ds_rd_t1_5_score,neuropsych_digit_span,,radio,"536417: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t1_6_resp,neuropsych_digit_span,,text,"8179364: Response",,,,,,,,,,
ds_rd_t1_6_score,neuropsych_digit_span,,radio,"8179364: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ll,neuropsych_digit_span,,descriptive,"REVERSE DIGIT 
TRIAL 2",,,,,,,,,,
ds_rd_t2_1_resp,neuropsych_digit_span,,text,"27: Response",,,,,,,,,,
ds_rd_t2_1_score,neuropsych_digit_span,,radio,"27: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t2_2_resp,neuropsych_digit_span,,text,"837: Response",,,,,,,,,,
ds_rd_t2_2_score,neuropsych_digit_span,,radio,"837: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t2_3_resp,neuropsych_digit_span,,text,"2695: Response",,,,,,,,,,
ds_rd_t2_3_score,neuropsych_digit_span,,radio,"2695: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t2_4_resp,neuropsych_digit_span,,text,"73148: Response",,,,,,,,,,
ds_rd_t2_4_score,neuropsych_digit_span,,radio,"73148: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t2_5_resp,neuropsych_digit_span,,text,"294635: Response",,,,,,,,,,
ds_rd_t2_5_score,neuropsych_digit_span,,radio,"294635: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
ds_rd_t2_6_resp,neuropsych_digit_span,,text,"5286913: Response",,,,,,,,,,
ds_rd_t2_6_score,neuropsych_digit_span,,radio,"5286913: Score","1, Correct | 0, Incorrect",,,,,,,,RH,
np_clock_rpt_time,neuropsych_clock,"<span >Clock</span>      <span style=""font-size:20px;"">Administration:</span>  <span style=""font-style: underline; font-style:italicl font-weight:bold;text-decoration:underline; "">  ""I would like you to imagine that this circle is the face of a clock. I would like you to put the numbers on the clock face and set the time to 10 after 11""  </span>",descriptive,"Did the patient require repetition of the time?",,,,,,,,,,
np_clock_q1,neuropsych_clock,"<font style=""font-style:bold;font-size: 20pt"">Numbers</span>",yesno,"Only numbers 1-12 present (Without adding extra numbers or omitting any)",,,,,,,,,,
np_clock_q2,neuropsych_clock,,yesno,"Only Arabic numbers used (No spelling, no roman numerals)",,,,,,,,,,
np_clock_q3,neuropsych_clock,,yesno,"Numbers are in correct order (Regardless of how many numbers there are)",,,,,,,,,,
np_clock_q4,neuropsych_clock,,yesno,"Numbers are drawn without rotating the paper",,,,,,,,,,
np_clock_q5,neuropsych_clock,,yesno,"Numbers are in correct position (Fairly close to the their quadrants)",,,,,,,,,,
np_clock_q6,neuropsych_clock,,yesno,"Numbers all all inside the circle",,,,,,,,,,
np_clock_q7,neuropsych_clock,"<font style=""font-style:bold;font-size: 20pt"">Depiction of Time</span>",yesno,"Two hands are present (can be wedges or straight lines; Only 2 are present)",,,,,,,,,,
np_clock_q8,neuropsych_clock,,yesno,"The hour target number is indicated (somehow indicated, either by hands, arrows, lines etc.)",,,,,,,,,,
np_clock_q9,neuropsych_clock,,yesno,"The minute target number is indicated (somehow indicated, either by hands, arrows, lines etc.)",,,,,,,,,,
np_clock_q10,neuropsych_clock,,yesno,"The hands are in correct proportion  (if subject indicates which one is which after ""finishing"", have them fix proportion until they feel they are correct)",,,,,,,,,,
np_clock_q11,neuropsych_clock,,yesno,"There are no superfluous markings (extra numbers or errors on the clock that are corrected, but not completely erased, are not superfluous)",,,,,,,,,,
np_clock_q12,neuropsych_clock,,yesno,"The hands are relatively joined (within 12 mm; this doesn't need to happen in the middle of the circle)",,,,,,,,,,
np_clock_q13,neuropsych_clock,"<font style=""font-style:bold;font-size: 20pt"">Center</span>",yesno,"A center (of the pre-drawn circle) is present (drawn or inferred) at the joining of the hands",,,,,,,,,,
np_clock_total,neuropsych_clock,,calc,"Clock Total",[np_clock_q1]+[np_clock_q2],,,,,,,,,
neuro_gds15_q1,neuropsych_gds_15,"Geriatric Depression Scale (GDS)-15    Administration:     ""In the next part of this interview, I will ask you questions about your feelings. Some of the questions I will ask you may not apply and some may make you feel uncomfortable. For each question please answer ""yes"" or ""no"" depending on how you have been feeling in the past week, including today""    ",yesno,"Are you basically satisfied with your life?
",,,,,,,,,RH,
neuro_gds15_q2,neuropsych_gds_15,,yesno,"Have you dropped many of your activites and interests?
",,,,,,,,,RH,
neuro_gds15_q3,neuropsych_gds_15,,yesno,"Do you feel that your life is empty?
",,,,,,,,,RH,
neuro_gds15_q4,neuropsych_gds_15,,yesno,"Do you often get bored?",,,,,,,,,RH,
neuro_gds15_q5,neuropsych_gds_15,,yesno,"Are you in good spirits most of the time?",,,,,,,,,RH,
neuro_gds15_q6,neuropsych_gds_15,,yesno,"Are you afraid something bad is going to happen to you?",,,,,,,,,RH,
neuro_gds15_q7,neuropsych_gds_15,,yesno,"Do you feel happy most of the time?",,,,,,,,,RH,
neuro_gds15_q8,neuropsych_gds_15,,yesno,"Do you often feel helpless?",,,,,,,,,RH,
neuro_gds15_q9,neuropsych_gds_15,,yesno,"Do you prefer to stay at home rather than go out and do new things?",,,,,,,,,RH,
neuro_gds15_q10,neuropsych_gds_15,,yesno,"Do you feel you have more problems with your memory than most people?",,,,,,,,,RH,
neuro_gds15_q11,neuropsych_gds_15,,yesno,"Do you think it's wonderful to be alive now?",,,,,,,,,RH,
neuro_gds15_q12,neuropsych_gds_15,,yesno,"Do you feel pretty worthless the way you are now?",,,,,,,,,RH,
neuro_gds15_q13,neuropsych_gds_15,,yesno,"Do you feel full of energy?",,,,,,,,,RH,
neuro_gds15_q14,neuropsych_gds_15,,yesno,"Do you feel your situation is hopeless?",,,,,,,,,RH,
neuro_gds15_q15,neuropsych_gds_15,,yesno,"Do you think most people are better off than you are?",,,,,,,,,RH,
ccp_1a_ir,cerad_const_praxis,"<style font-color:red>CERAD Constructional Praxis Administration Present item #1, a circle,and say ""Now here is a circle I would like you to draw. Copy it just below"". Present the page with the circle to the subject and point to the lower half of the page. Most subjects referred to CERAD can make a closed circle. Next, present item #2, a diamond and say: ""Now here's a drawing of a diamond. Copy it as best you can, just below"" After the subject has drawn this figure to his (or her) ability, present item #3 and say: After this figure, two overlapping rectangles, is drawn, present item #4, a cube, and say: ""This is the hardest figure to draw, but take your time"" Give the subject one or two munites to draw each figure. Repeat the instructions once if the subject does not understand the first time. If the subject cannot draw the figure in one minute, reassure and turn to the next one. Subjects are allowed to erase errors. A pencil should be used. Allow, multiple self-starts but do not encourage repeated attempts. Score the last attempt or the one indicated by the subject. Delayed Recall (After 3 minutes): ""A while ago I showed you some drawings on separate pieces of paper. You looked at each drawing and then drew it on the same sheet of paper. Do you remember them? I would like for you to draw them on this sheet, this time from memory."" If any figures are omitted, say, ""Do you remember any other figures?"" </style>",radio,"Item 1A: Circle
Closed circle (within 1/8""): IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_1a_dr,cerad_const_praxis,,radio,"Item 1A: Circle
Closed circle (within 1/8""): DR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_1b_ir,cerad_const_praxis,,radio,"Item 1B: Circle
Circular Shape: IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_1b_dr,cerad_const_praxis,,radio,"Item 1B: Circle
Circular Shape: DR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_2a_ir,cerad_const_praxis,,radio,"Item 2A: Diamond
4 Sides Drawn: IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_2a_dr,cerad_const_praxis,,radio,"Item 2A: Diamond
4 Sides Drawn: DR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_2b_ir,cerad_const_praxis,,radio,"Item 2B: Diamond
All 4 angles of figure closed (within 1/8""): IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_2b_dr,cerad_const_praxis,,radio,"Item 2B: Diamond
All 4 angles of figure closed (within 1/8""): DR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_2c_ir,cerad_const_praxis,,radio,"Item 2C: Diamond
Sides of approximately equal length: IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_1c_dr,cerad_const_praxis,,radio,"Item 2C: Diamond
Sides of approximately equal length: DR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_3a_ir,cerad_const_praxis,,radio,"Item 3A: Rectangles
Both figures are four-sided: IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_3a_dr,cerad_const_praxis,,radio,"Item 3A: Rectangles
Both figures are four-sided: DR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_3b_ir,cerad_const_praxis,,radio,"Item 3B: Rectangles
Overlap resembles original: IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_3b_dr,cerad_const_praxis,,radio,"Item 3B: Rectangles
Overlap resembles original: DR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_4a_ir,cerad_const_praxis,,radio,"Item 4A: Cube
Figure is 3-dimensional: IR","1, Correct | 0, Incorrect",,,,,,,,RH,
ccp_4a_dr,cerad_const_praxis,,radio,"Item 4A: Cube
Figure is 3-dimensional: DR","1, Correct | 0, Incorrect",,,,,,,,RH,
